museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telfono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
712,Museo de la Pluma. Ing. Jesus Humberto Rodriguez Lozano,Especializado,2003-10-09,Tecnologico de Estudios Superiores de Ecatepec,15,Mexico,33,Ecatepec de Morelos,1,ECATEPEC DE MORELOS,Av. Tecnologico s/n,Col. Valle de Anahuac,55210,,http://biblioteca.tese.edu.mx,,biblioteca@tese.edu.mx,,-99.04056,19.51069,http://sic.gob.mx/ficha.php?table=museo&table_id=712,2017-03-10 12:13:40115
1521,Museo de Historia Natural de Ecatepec,Ciencia y tecnologia,2012-01-16,Ayuntamiento de Ecatepec,15,Mexico,33,Ecatepec de Morelos,1,ECATEPEC DE MORELOS,Circunvalacion Ote. s/n,Col. Jardines de Santa Clara,55450,,,https://www.facebook.com/MuseodeHistoriaNaturaldeEcatepec,museodehistoria_n@yahoo.com.mx, museohiseca@hotmail.es,-99.03671,19.54685,,2017-03-10 12:39:21115
1692,Museo de Huixquilucan,Historia,2013-04-11,Ayuntamiento de Huixquilucan/Subdireccion de Cultura,15,Mexico,37,Huixquilucan,1,HUIXQUILUCAN DE DEGOLLADO,"Int. Jardin de la Cultura, Km 1.5 Carr. Zacamulpa, 5to. Cuartel",Barrio San Juan Bautista,52760,,,,culturahxq@gmail.com,,-99.34124,19.35803,http://sic.gob.mx/ficha.php?table=museo&table_id=1692,2017-05-04 10:27:09116
366,Museo Comunitario Xochilteptl,Historia,2001-12-12,Ayuntamiento de Juchitepec,15,Mexico,50,Juchitepec,1,JUCHITEPEC DE MARIANO RIVAPALACIO,Av. Independencia Sur s/n,Barrio Calayuco,56860,,,,culturajuchi@yahoo.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=366,2017-05-04 10:42:26116
1949,"Zanbatha, Museo del Valle de la Luna",Historia,1000-01-01,Ayuntamiento de Lerma,15,Mexico,51,Lerma,1,LERMA DE VILLADA,Av. Hidalgo 22,Centro,52000,,https://www.facebook.com/Zanbatha,,marieleka_16@hotmail.com,,-99.51021,19.2864,http://sic.gob.mx/ficha.php?table=museo&table_id=1949,2017-05-04 10:39:29117
277,Museo Universitario Dr. Luis Mario Schneider,Antropologia,2001-05-18,Universidad Autonoma del Estado de Mexico,15,Mexico,52,Malinalco,1,MALINALCO,Amajac s/n,Barrio Santa Monica,52440,,http://www.uaemex.mx/dcultur//MUSEOS/MUSEOS.HTM,,schneider@uaemex.mx,,-99.50135,18.9511,http://sic.gob.mx/ficha.php?table=museo&table_id=277,2017-03-10 12:13:40116
1658,Museo del Barro,Arte,2012-09-14,Ayuntamiento de Metepec,15,Mexico,54,Metepec,1,METEPEC,Av. Estado de Mexico 10,Barrio de Santiaguito,52140,,,,alexcorovel@hotmail.com, almapatricia.alvarado@gmail.com,-99.60207,19.25047,,2017-03-10 12:39:21116
1647,Foto Museo Cuatro Caminos,Arte,2015-09-08,"Fundacion Pedro Meyer, A.C.",15,Mexico,57,Naucalpan de Juarez,1,NAUCALPAN DE JUAREZ,Av. Ingenieros Militares 77,Col. Lomas de Sotelo,53390,,http://www.fotomuseo.mx,https://www.facebook.com/FotoMuseo4Caminos,contacto@fotomuseo.mx,,-99.21581,19.45538,http://sic.gob.mx/ficha.php?table=museo&table_id=1647,2017-05-04 10:27:09117
1914,Museo del Agua,Sin catalogar,2012-12-17,"Organismo de Agua Potable, Alcantarillado y Saneamiento (OAPAS) ",15,Mexico,57,Naucalpan de Juarez,1,NAUCALPAN DE JUAREZ,Circuito Margaritas,Jardines El Molinito,53530,,,,lucialeon@oapas-naucalpan.gob.mx,,-99.23986,19.45956,http://sic.gob.mx/ficha.php?table=museo&table_id=1914,2017-05-04 10:42:26117
783,Museo Tlatilca,Arqueologia,2012-09-16,Instituto de Cultura y Parque Naucalli,15,Mexico,57,Naucalpan de Juarez,1,NAUCALPAN DE JUAREZ,Blvd. Avila Camacho s/n,Fracc. El Mirador,53050,,,,sandovalm165@gmail.com,,-99.23203,19.47914,http://sic.gob.mx/ficha.php?table=museo&table_id=783,2017-05-04 10:39:29118
1938,Museo Salon Deporte,Especializado,2017-10-18,Fundacion Carlos Slim/Gobierno del Estado de Mexico,15,Mexico,57,Naucalpan de Juarez,1,NAUCALPAN DE JUAREZ,Ingenieros Militares s/n,Centro de Transferencia Multimodal (Cetram) Cuatro Caminos,,,,,,,-99.215,19.45754,http://sic.gob.mx/ficha.php?table=museo&table_id=1938,2017-03-10 12:13:40117
355,Museo Arqueologico de Nextlalpan,Arqueologia,1994-09-17,Secretaria de Cultura del Estado de Mexico,15,Mexico,59,Nextlalpan,1,SANTA ANA NEXTLALPAN,Av. Estacion s/n,Pueblo  Xaltocan,55790,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodenextlalpan/index.htm,,nextlalpanimc@yahoo.com.mx,,-99.04908,19.7235,http://sic.gob.mx/ficha.php?table=museo&table_id=355,2017-03-10 12:39:21117
284,Museo Dr. Jose Maria Luis Mora,Arqueologia,1978-05-13,Secretaria de Cultura del Estado de Mexico,15,Mexico,62,Ocoyoacac,1,OCOYOACAC,Plaza de los Insurgentes s/n,Centro,52740,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodrjosemarialuismora/index.htm,,museojmlm@hotmail.com,,-99.46104,19.27402,http://sic.gob.mx/ficha.php?table=museo&table_id=284,2017-05-04 10:27:09118
290,Museo Arqueologico Colonial de Ocuilan,Arqueologia,1994-02-19,Secretaria de Cultura del Estado de Mexico,15,Mexico,63,Ocuilan,1,OCUILAN DE ARTEAGA,Ayuntamiento s/n,Centro,52480,,,,ignaciocruz1@live.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=290,2017-05-04 10:42:26118
285,Museo de la Mineria del Estado de Mexico,Ciencia y tecnologia,1975-09-01,Secretaria de Cultura del Estado de Mexico,15,Mexico,64,El Oro,1,EL ORO DE HIDALGO,Tiro Norte s/n,Col. El Carmen,50600,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodemineriaeloro/index.htm,,mef_fer@hotmail.com,,-100.13284,19.79848,http://sic.gob.mx/ficha.php?table=museo&table_id=285,2017-05-04 10:39:29119
1420,Museo del Ferrocarril en Otumba,Historia,2006-12-16,Ayuntamiento de Otumba de Gomez Farias/Amigos del Ferrocarril en Otumba A.C.,15,Mexico,65,Otumba,1,OTUMBA DE GOMEZ FARIAS,Ferrocarril Mexicano s/n,Col. La Estacion,55900,,http://www.museoferrocarril.mex.tl,,amigosfcenotumba@yahoo.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1420,2017-03-10 12:13:40118
257,Museo Gonzalo Carrasco,Historia,1985-11-13,Secretaria de Cultura del Estado de Mexico,15,Mexico,65,Otumba,1,OTUMBA DE GOMEZ FARIAS,Plaza de la Constitucion 17,Centro,55900,,,,otumbaimc@yahoo.com.mx,,-98.75724,19.69985,http://sic.gob.mx/ficha.php?table=museo&table_id=257,2017-03-10 12:39:21118
1368,Museo Dr. Jose Maria Cos,Historia,1983-08-24,Ayuntamiento de Sultepec,15,Mexico,80,Sultepec,1,SULTEPEC DE PEDRO ASCENCIO DE ALQUISIRAS,Av. Hidalgo s/n,Barrio de Coaxusco,51600,,,,casadecultura@sultepec.gob.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1368,2017-05-04 10:27:09119
291,Museo de Sitio de San Miguel Ixtapan,Arqueologia,1994-12-14,Secretaria de Cultura del Estado de Mexico,15,Mexico,82,Tejupilco,1,TEJUPILCO DE HIDALGO,Carr. Tejupilco-Amatepec s/n,Col. San Miguel Ixtapan,51430,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodesitiodesanmiguelixtapan/index.htm,,domingueslopez@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=291,2017-05-04 10:42:26119
97,Museo Casa de Madera,Arte,1992-03-29,"Fundacion Museo Casa de Madera, S.C.",15,Mexico,89,Tenango del Aire,1,TENANGO DEL AIRE,"Av. Revolucion 2, Delegacion San Mateo Tepopula",Centro,56780,,https://www.facebook.com/pages/Museo-Casa-de-Madera/326008650852623?fref=ts,,mcasademadera@gmail.com,,-98.85558,19.15722,http://sic.gob.mx/ficha.php?table=museo&table_id=97,2017-05-04 10:39:29120
354,Museo Arqueologico del Estado de Mexico Dr. Roman Piña Chan,Arqueologia,1975-07-15,Secretaria de Cultura del Estado de Mexico,15,Mexico,90,Tenango del Valle,1,TENANGO DE ARISTA,Av. Dr. Roman Piña Chan 1014,Col. Teotenango,52300,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museoarqueologicodelestadodrromanpi%C3%B1achang/index.htm,,teutenanco@yahoo.com.mx,,-99.59598,19.11048,http://sic.gob.mx/ficha.php?table=museo&table_id=354,2017-03-10 12:13:40119
997,Museo Comunitario Quetzalpapalotl,Historia,1998-10-13,Ayuntamiento de Teotihuacan,15,Mexico,92,Teotihuacan,1,TEOTIHUACAN DE ARISTA,Cuauhtemoc 20,Centro,55800,,,https://www.facebook.com/pages/Museo-Comunitario-Quetzalpapalotl/1583909691842773,varaher@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=997,2017-03-10 12:39:21119
836,Museo de Sitio de la Cultura Teotihuacana,Arqueologia,1963-04-01,Secretaria de Cultura/INAH,15,Mexico,92,Teotihuacan,1,TEOTIHUACAN DE ARISTA,"Autopista Ecatepec-Piramides km. 22,600",Zona Arqueologica de Teotihuacan,55800,,http://www.inah.gob.mx/es/red-de-museos/241-museo-de-la-cultura-teotihuacana,http://museosdeteotihuacan.blogspot.mx/,teotihuacanvisitasguiadas@inah.gob.mx, teotihuacanmuseos@inah.gob.mx,-98.84957,19.68292,,2017-05-04 10:27:09120
885,Museo de Murales Teotihuacanos Beatriz de la Fuente,Arqueologia,2000-11-30,Secretaria de Cultura/INAH,15,Mexico,92,Teotihuacan,1,TEOTIHUACAN DE ARISTA,"Circuito Zona Arqueologica de Teotihuacan, puerta 3",Zona arqueologica,55850,,http://www.inah.gob.mx/es/red-de-museos/242-museo-de-los-murales-teotihuacanos-beatriz-de-la-fuente,http://museosdeteotihuacan.blogspot.mx/,teotihuacanvisitasguiadas@inah.gob.mx,,-98.8463,19.70106,http://sic.gob.mx/ficha.php?table=museo&table_id=885,2017-05-04 10:42:26120
1708,Museo Eremitorio de Fray Domingo de Betanzos,Historia,2005-04-01,Ayuntamiento de Tepetlaoxtoc,15,Mexico,93,Tepetlaoxtoc,1,TEPETLAOXTOC DE HIDALGO,Fray Domingo de Betanzos s/n,Centro,56070,,,,turismotepetlaoxtoc@hotmail.com,,-98.82467,19.57314,http://sic.gob.mx/ficha.php?table=museo&table_id=1708,2017-05-04 10:39:29121
999,Museo y Casa de Sor Juana Ines de la Cruz,Arte,1995-04-15,Secretaria de Cultura del Estado de Mexico,15,Mexico,94,Tepetlixpa,1,TEPETLIXPA,Circuito Sur  s/n,Col. Casco Urbano,56890,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodelcentroculturalsorjuanainesdelacruz/index.htm,,nepantlaimc@yahoo.com.mx,,-98.82,19.02606,http://sic.gob.mx/ficha.php?table=museo&table_id=999,2017-03-10 12:13:40120
823,Museo Nacional del Virreinato,Arte,1964-09-01,Secretaria de Cultura/INAH,15,Mexico,95,Tepotzotlan,1,TEPOTZOTLAN,Plaza Hidalgo 99,Centro,54600,,http://www.virreinato.inah.gob.mx,http://www.inah.gob.mx/paseos/virreinato/,virreinato.museo@inah.gob.mx,Virreinato,-99.22177,19.71321,http://sic.gob.mx/ficha.php?table=museo&table_id=823,2017-03-10 12:39:21120
1761,Museo de Historia del Titere,Historia,2011-03-25,"Tristan y Compañia, A.C.",15,Mexico,95,Tepotzotlan,1,TEPOTZOTLAN,Eva Samano de Lopez Mateos s/n,"Barrio de San Martin, Centro",54600,,http://valnug64.wix.com/m-h-del-titere,https://www.facebook.com/museohistoria.del.titere,info@museodeltitere.com.mx, enlarutadeltitiritero@gmail.com,-99.22033,19.72211,,2017-05-04 10:27:09121
1001,Museo Nacional de Agricultura,Ciencia y tecnologia,1987-01-01,Universidad Autonoma Chapingo,15,Mexico,99,Texcoco,1,TEXCOCO DE MORA,Carr. Mexico-Texcoco Km. 38.5,Col. Chapingo,56230,,https://www.facebook.com/pages/Museo-Nacional-de-Agricultura-Chapingo/246001378836148?fref=ts,http://www.chapingo.mx/,museo@correo.chapingo.mx,,-98.89352,19.49004,http://sic.gob.mx/ficha.php?table=museo&table_id=1001,2017-05-04 10:42:26121
1306,Museo Paleontologico de Tocuila,Ciencia y tecnologia,1996-01-01,"Asociacion Mexicana de Turismo para el Desarrollo de la Region Oriente del Estado de Mexico, A.C.",15,Mexico,99,Texcoco,1,TEXCOCO DE MORA,Manuel Gonzalez 408,Centro,56100,,https://www.facebook.com/pages/Museo-Paleontol%C3%B3gico-de-Tocuila/150998591606086?fref=ts,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1306,2017-05-04 10:39:29122
1581,Museo de Biologia,Ciencia y tecnologia,1000-01-01,Universidad Autonoma Chapingo,15,Mexico,99,Texcoco,1,TEXCOCO DE MORA,Carr. Mexico-Texcoco km 38.5,Col. Chapingo,56230,,,https://www.facebook.com/MuseoDeBiologiaUniversidadAutonomaDeChapingo,veracaletti@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1581,2017-03-10 12:13:40121
1524,Museo del Centro Cultural Mexiquense Bicentenario,Arte,2011-08-31,Secretaria de Cultura del Estado de Mexico,15,Mexico,99,Texcoco,1,TEXCOCO DE MORA,"Carr. Federal MexicoLos Reyes, La Paz Texcoco Km 14.3",Col. Coatlinchan,56250,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museo_ccmb/index.htm,,ccmbdac@hotmail.com,,-98.89659,19.45221,http://sic.gob.mx/ficha.php?table=museo&table_id=1524,2017-03-10 12:39:21121
1579,Museo de Geologia Dr. Jose Guadalupe Aguilera Serrano,Ciencia y tecnologia,1912-01-01,"Universidad Autonoma Chapingo, Departamento de Enseñanza, Investigacion y Servicio en Suelos",15,Mexico,99,Texcoco,43,TEQUEXQUINAHUAC,Carr. Mexico-Texcoco Km. 38.5,Col. Chapingo,56230,,,,deisensuelos@gmail.com, irmargeol@hotmail.com,-98.89352,19.49004,,2017-05-04 10:27:09122
583,Museo Comunitario Nonohualca de Tlalmanalco,Arqueologia,1998-08-28,Comision Municipal para la Preservacion del Patrimonio Cultural de Tlalmanalco (CMPPCT)/Consejo Ciudadano de Cultura (CCC),15,Mexico,103,Tlalmanalco,1,TLALMANALCO DE VELAZQUEZ,Av. Fray Martin de Valencia s/n,Centro,56700,,,,gmendezlavielle@yahoo.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=583,2017-05-04 10:42:26122
998,Museo de la Escultura Mexica Eusebio Davalos Hurtado,Arqueologia,1961-11-01,Secretaria de Cultura/INAH,15,Mexico,104,Tlalnepantla de Baz,1,TLALNEPANTLA,Cjon. del Tepozteco s/n,Santa Cecilia Acatitlan,56100,,http://www.inah.gob.mx/es/red-de-museos/230-museo-de-la-escultura-mexica-eusebio-davalos,,cinah_edomex@ina.gob.mx, jorge_valencia@inah.gob.mx,-99.17386,19.55277,,2017-05-04 10:39:29123
280,Museo Hacienda de Santa Monica,Historia,1991-05-27,"Fundacion Cultural Antonio Haghenbeck y de la Lama, I.A.P.",15,Mexico,104,Tlalnepantla de Baz,1,TLALNEPANTLA,Ignacio Manuel Altamirano 3,Col. Ex-Hacienda de Santa Monica,54050,,,http://www.facebook.com/museohaciendade.santamonica,casadelabola.edu@gmail.com,,-99.23138,19.52926,http://sic.gob.mx/ficha.php?table=museo&table_id=280,2017-03-10 12:13:40122
884,Museo de Sitio de Tenayuca Xolotl,Arqueologia,1985-01-01,Secretaria de Cultura/INAH,15,Mexico,104,Tlalnepantla de Baz,1,TLALNEPANTLA,Quetzalcoatl s/n,Col. San Bartolo Tenayuca,54150,,http://www.inah.gob.mx/es/red-de-museos/229-museo-de-sitio-de-tenayuca-xolotl,,cinah_edomex@inah.gob.mx,,-99.16803,19.53249,http://sic.gob.mx/ficha.php?table=museo&table_id=884,2017-03-10 12:39:21122
1931,Museo  Auditorio PetStar,Sin catalogar,2014-07-16,PetStar,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Carretera Libre Toluca - Atlacomulco Km. 1.5,Parque Industrial Cayetano,50295,,http://www.petstar.mx/museo,,comunicacion@petstar.mx,,-99.71826,19.42009,http://sic.gob.mx/ficha.php?table=museo&table_id=1931,2017-05-04 10:27:09123
1748,Museo Salon de la Fama del Deportivo Toluca,Especializado,2004-04-01,Deportivo Toluca Futbol Club,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Av. Jose Maria Morelos 1001,Col. San Bernardino,50080,,https://www.tolucafc.com/museo,,museo@deportivotolucafc.com,,-99.66584,19.28764,http://sic.gob.mx/ficha.php?table=museo&table_id=1748,2017-05-04 10:42:26123
1807,Museo de la Inquisicion,Historia,2015-09-25,"Mexhibitions, A.C.",15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Santos Degollado 109,Barrio de Zopilolcalco,50060,,,,museomedieval@yahoo.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1807,2017-05-04 10:39:29124
487,Museo Felipe Santiago Gutierrez,Arte,1992-12-16,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Nicolas Bravo Nte. 303,Centro,50000,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museofelipesantiagogutierrez/index.htm,https://www.facebook.com/museogutierrez,museogutierrez@hotmail.com,,-99.65751,19.28717,http://sic.gob.mx/ficha.php?table=museo&table_id=487,2017-03-10 12:13:40123
1755,Museo del Instituto Pedro Nolasco ,Arte,1000-01-01,Instituto Pedro Nolasco,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Jose Maria Morelos y Pavon 812,Col. La Merced,50000,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1755,2017-03-10 12:39:21123
498,Museo de Bellas Artes de Toluca,Arte,1945-09-07,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Santos Degollado 102,Centro,50000,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodebellasartes/index.htm,,bellasartestoluca@gmail.com, gemimcda@edomex.gob.mx,-99.65521,19.29372,,2017-05-04 10:27:09124
1369,Museo Observatorio Meteorologico Mariano Barcena,Ciencia y tecnologia,2005-03-16,Universidad Autonoma del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Instituto Literario 100,Centro,50000,,http://www.uaemex.mx/dcultur//MUSEOS/museosv/principal/index.html,,observatorio@uaemex.mx,,-99.6534,19.2865,http://sic.gob.mx/ficha.php?table=museo&table_id=1369,2017-05-04 10:42:26124
489,Museo de la Estampa del Estado de Mexico,Arte,1987-08-28,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Plutarco Gonzalez 305,Col. La Merced,50080,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodelaestampa/index.htm,,museodelaestampa@gmail.com,,-99.6619,19.28912,http://sic.gob.mx/ficha.php?table=museo&table_id=489,2017-05-04 10:39:29125
488,Museo de Arte Moderno del Estado de Mexico,Arte,1987-04-27,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Blvd. Jesus Reyes Heroles 302,Col. San Buenaventura,50110,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodeartemoderno/index.htm,,muarmo@yahoo.com,,-99.70327,19.27189,http://sic.gob.mx/ficha.php?table=museo&table_id=488,2017-03-10 12:13:40124
471,Museo de la Acuarela del Estado de Mexico,Arte,1993-01-17,Secretaria de Cultura y Deporte del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Melchor Ocampo 105,Col. La Merced Alameda,50080,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodelaacuarela/index.htm,,museoacuarela@yahoo.com.mx,,-99.6611,19.28967,http://sic.gob.mx/ficha.php?table=museo&table_id=471,2017-03-10 12:39:21124
1371,Museo de Historia Universitaria Jose Maria Morelos y Pavon,Historia,2009-03-03,Universidad Autonoma del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Instituto Literario 100,Centro,50000,,http://www.uaemex.mx/dcultur//MUSEOS/MUSEOS.HTM,,museomorelosuaemex@uamex.mx,,-99.65352,19.28639,http://sic.gob.mx/ficha.php?table=museo&table_id=1371,2017-05-04 10:27:09125
455,Museo de Ciencias Naturales,Ciencia y tecnologia,1971-03-02,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Horacio Zuñiga s/n,Col. Francisco Murguia,50000,,,http://www.toluca.gob.mx/museo-de-ciencias-naturales/,museocienciasnaturales@hotmail.com, coord.museos@yahoo.com.mx,-99.66028,19.28379,,2017-05-04 10:42:26125
481,Museo de Numismatica del Estado de Mexico,Historia,1987-08-28,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Miguel Hidalgo Pte. 506,Col. La Merced,50000,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodenumismatica/index.htm,,museodenumismatica@yahoo.com.mx,,-99.66041,19.29029,http://sic.gob.mx/ficha.php?table=museo&table_id=481,2017-05-04 10:39:29126
1471,Museo Torres Bicentenario,Historia,2010-11-19,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Av. Jose Maria Morelos Ote. s/n,Col. Reforma y Ferrocarriles Nacionales,51400,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/torres_bicentenario/index.htm,,museo_torres_bicentenario@hotmail.com, museotorres.bicentenario@gmail.com,-99.62927,19.28779,,2017-03-10 12:13:40125
1739,Museo del Alfeñique,Arte,2014-11-01,"Ayuntamiento de Toluca/Instituto Municipal de Cultura, Turismo y Arte",15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Independencia Ote. 502,Centro Historico,50090,,,,culturayartetoluca@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1739,2017-03-10 12:39:21125
500,Museo de Antropologia e Historia de Toluca,Arqueologia,1987-04-27,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Blvd. Jesus Reyes Heroles 302,Delegacion San Buenaventura,50110,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/antropologia_historia/index.htm,,victorosoriomah@hotmail.com, se.mahem@gmail.com,-99.70165,19.27343,,2017-05-04 10:27:09126
485,Museo Taller Luis Nishizawa,Arte,1992-12-19,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Nicolas Bravo Nte. 305,Centro,50000,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museo_nishizawa/index.htm,,museotallernishizawa@hotmail.com,,-99.65759,19.29266,http://sic.gob.mx/ficha.php?table=museo&table_id=485,2017-05-04 10:42:26126
493,Museo Jose Maria Velasco,Arte,1992-03-06,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Sebastian Lerdo de Tejada 400 Pte.,Centro,50000,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museojosemariavelasco/index.htm,,museojosemavelasco@hotmail.com, museojosemavelasco@gmail.com,-99.65792,19.29285,,2017-05-04 10:39:29127
1402,"Museo Gabinetes de Fisica, Quimica y Medicina",Ciencia y tecnologia,2004-05-23,Universidad Autonoma del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Tollocan esq. Paseo Colon,Col. Moderna de la Cruz,50120,,http://www.uaemex.mx/dcultur//MUSEOS/museosv/gabinetes/index.html,,xavoromo@gmail.com,,-99.66035,19.2735,http://sic.gob.mx/ficha.php?table=museo&table_id=1402,2017-03-10 12:13:40126
1747,Museo del Heroico Cuerpo de Bomberos Toluca,Historia,1989-09-01,Ayuntamiento de Toluca/Coordinacion Municipal de Proteccion Civil,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Paseo Fidel Velazquez s/n,Col. Vertice,50090,,http://www.toluca.gob.mx/museo-del-heroico-cuerpo-de-bomberos,,bomberospctoluca@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1747,2017-03-10 12:39:21126
499,Museo de Culturas Populares del Estado de Mexico,Arte,1987-04-27,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Jesus Reyes Heroles 302,Col. San Buenaventura,50110,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodeculturaspopulares/index.htm,,mculturaspopulares@yahoo.com.mx,,-99.70169,19.27255,http://sic.gob.mx/ficha.php?table=museo&table_id=499,2017-05-04 10:27:09127
51,Cosmovitral Jardin Botanico de Toluca,Ciencia y tecnologia,1980-07-05,Secretaria de Cultura del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Benito Juarez s/n,Centro,50000,,,,cosmovitral30@yahoo.com.mx,,-99.65329,19.29361,http://sic.gob.mx/ficha.php?table=museo&table_id=51,2017-05-04 10:42:26127
451,Museo Universitario Leopoldo Flores,Arte,2002-03-13,Universidad Autonoma del Estado de Mexico,15,Mexico,106,Toluca,1,TOLUCA DE LERDO,Cerro de Coatepec s/n,Col. Plazas de San Buenaventura,50110,,http://www.uaemex.mx/muslf/,http://www.uaemex.mx/dcultur//MUSEOS/MUSEOS.HTM,museolf@uaemex.mx, direccionmulf@gmail.com,-99.67848,19.28159,,2017-05-04 10:39:29128
1756,Museo Municipal de Calixtlahuaca,Arqueologia,1987-01-01,"Ayuntamiento de Toluca, Instituto Municipal de Cultura, Turismo y Arte",15,Mexico,106,Toluca,44,CALIXTLAHUACA,Av. Miguel Hidalgo s/n,Col. Cerro del Temismo,50280,,http://www.toluca.gob.mx/calixtlahuaca/,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1756,2017-03-10 12:13:40127
281,Museo Joaquin Arcadio Pagaza,Historia,1994-01-11,Secretaria de Cultura del Estado de Mexico,15,Mexico,110,Valle de Bravo,1,VALLE DE BRAVO,Joaquin Arcadio Pagaza 201,Centro,51200,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museodecentroculturaljoaquinarcadiopagaza/index.htm,,biblioteca-medina@hotmail.com,,-100.1301,19.19221,http://sic.gob.mx/ficha.php?table=museo&table_id=281,2017-03-10 12:39:21127
1472,Museo Arqueologico Valle de Bravo,Arqueologia,2010-10-29,Secretaria de Cultura del Estado de Mexico,15,Mexico,110,Valle de Bravo,1,VALLE DE BRAVO,Fray Gregorio Jimenez de la Cuenca s/n,Barrio de Santa Maria Ahuacatlan,51200,,,,arqueologico_vb@yahoo.com.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1472,2017-05-04 10:27:09128
262,Museo Virreinal de Zinacantepec,Arte,1980-07-05,Secretaria de Cultura del Estado de Mexico,15,Mexico,118,Zinacantepec,1,SAN MIGUEL ZINACANTEPEC,Independencia 101,Centro,51350,,http://portal2.edomex.gob.mx/imc/patrimonio/museos/museovirreinaldezinacantepec/index.htm,,coord.museos@yahoo.com.mx, mebyarq61@yahoo.com.mx,-99.73562,19.28299,,2017-05-04 10:42:26128
